chr	start	end	DNA average	DNA rank	Group	P7 CM P300 binding	ID	RNA average	RNA:DNA average
chr1	133549900	133550300	690.2462538	1287	negative	2	1599	213.7566171	0.309681677
chr11	45805481	45805881	289.9571985	1948	negative	3	1632	13.57575593	0.046819862
chr11	54057839	54058238	1276.828166	962	negative	0	56	528.9540185	0.414271891
chr11	54057839	54058239	1276.828166	963	negative	0	1579	528.9540185	0.414271891
chr1	154034157	154034557	413.2333455	580	negative	70	1613	279.5941687	0.676601179
chr11	57651511	57651911	28.44857218	780	negative	4	1604	14.54108231	0.511135751
chr11	57962442	57962842	174.1321514	1767	negative	21	1626	27.8642189	0.160017657
chr11	62984977	62985376	83.0928348	1892	negative	2	68	7.752843573	0.093303395
chr11	62984977	62985377	83.0928348	1893	negative	2	1588	7.752843573	0.093303395
chr1	181257600	181258000	475.5944696	213	negative	68	1559	823.7887491	1.732124324
chr11	88528465	88528865	14.26925782	1924	negative	32	1724	1.039159471	0.072825054
chr11	88528499	88528898	14.26925782	1925	negative	34	530	1.039159471	0.072825054
chr1	187908093	187908493	174.2536363	945	negative	18	1598	73.29188025	0.420604596
chr1	189187738	189188138	46.79545942	1163	negative	36	1602	16.28565504	0.348017847
chr1	192790139	192790539	8.956434487	552	negative	5	1719	6.261125793	0.699064544
chr1	192851849	192852249	397.7083634	827	negative	35	1720	191.5581316	0.481654773
chr11	95356803	95357203	248.5112998	1065	negative	24	1608	93.66020709	0.376885104
chr12	99339746	99340146	149.130349	1569	negative	14	1549	34.11670282	0.228771025
chr12	104939500	104939900	191.9243878	1079	negative	6	1544	71.56070574	0.372858846
chr12	111142976	111143376	182.7251225	1409	negative	14	1542	49.6564737	0.271755044
chr12	44403944	44404343	74.19130783	712	negative	1	45	41.99891702	0.566089455
chr12	44403945	44404345	74.19130783	713	negative	1	1553	41.99891702	0.566089455
chr12	71227684	71228084	499.1755468	582	negative	45	1653	336.8884272	0.674889684
chr12	71227800	71228199	500.7998876	631	BNA_H3K27ac	43	888	318.1656772	0.635314993
chr12	86811750	86812150	584.2723051	724	negative	2	1667	324.1024565	0.554711311
chr13	105538073	105538472	42.30364785	1683	negative	0	127	8.077833069	0.190948854
chr13	105538074	105538474	42.30364785	1684	negative	0	1543	8.077833069	0.190948854
chr13	111954036	111954436	26.83984323	1318	negative	14	1574	8.002541447	0.298159023
chr13	28718213	28718612	463.9263111	955	BNA_H3K27ac	75	545	193.3321147	0.416730222
chr13	28718344	28718744	734.7271215	842	negative	70	1644	347.6840165	0.473215166
chr13	34828033	34828433	276.676753	978	negative	5	1621	113.4945524	0.410206319
chr13	3742412	3742811	120.9354983	727	BNA_H3K27ac	15	978	66.91197279	0.553286452
chr13	3742607	3743007	139.5464372	1043	negative	12	1572	53.73351312	0.385058295
chr13	43196300	43196700	166.8892104	1577	negative	136	1624	37.85097991	0.226803038
chr13	59091971	59092370	20.82599968	328	negative	3	60	24.29861251	1.166744112
chr13	59091971	59092371	20.82599968	329	negative	3	1551	24.29861251	1.166744112
chr14	21853240	21853640	104.9400051	1118	negative	12	1707	38.16537196	0.363687537
chr14	22114383	22114782	484.7075621	675	negative	3	21	287.0607835	0.592235001
chr14	22114383	22114783	484.7075621	676	negative	3	1708	287.0607835	0.592235001
chr14	23486108	23486508	187.6086488	876	BNA_H3K27ac	0	1709	85.20673108	0.454172724
chr14	23520672	23521072	36.87607929	948	BNA_H3K27ac	3	1710	15.46438897	0.419360986
chr14	25525391	25525791	79.40628723	1507	negative	12	1631	19.5927401	0.246740413
chr14	34194886	34195286	108.3470849	1667	negative	1	1671	21.32164235	0.19679018
chr14	45944284	45944684	83.96765376	1420	negative	6	1687	22.60718592	0.269236842
chr14	46248089	46248489	92.71314733	637	negative	6	1688	58.5544461	0.631565725
chr14	46611024	46611424	33.75466629	1472	negative	1	1689	8.600522284	0.254795062
chr14	61004961	61005361	461.2096674	1603	negative	1	1548	100.3898797	0.217666469
chr14	61005040	61005439	525.7100629	1689	negative	1	66	99.86388328	0.18996
chr14	61005040	61005440	525.7100629	1690	negative	1	1545	99.86388328	0.18996
chr14	69523114	69523514	73.90606355	1741	negative	0	1622	12.5922443	0.170381748
chr15	13393565	13393964	13.66991142	647	negative	2	13	8.482908403	0.620553282
chr15	13393565	13393965	13.66991142	648	negative	2	1550	8.482908403	0.620553282
chr1	52079635	52080035	123.7896132	1241	negative	3	1540	39.86805309	0.322062991
chr15	37053405	37053805	61.4391518	1540	negative	2	1566	14.47641426	0.235621975
chr15	52334957	52335357	7.11551653	387	negative	1	1541	6.979597681	0.980898246
chr15	67142635	67143035	12.07377688	1811	negative	5	1597	1.706906304	0.14137302
chr15	79323633	79324033	112.947812	1856	negative	31	1623	13.32750605	0.117997027
chr15	84218925	84219325	95.68437437	1378	negative	55	1592	26.78876323	0.279970093
chr15	85507568	85507967	199.6388282	1337	negative	0	100	58.12681411	0.291159864
chr15	85507568	85507968	199.6388282	1338	negative	0	1662	58.12681411	0.291159864
chr1	58954459	58954859	123.3433122	547	negative	6	1591	86.74793348	0.703304719
chr15	99808185	99808585	85.9128687	1201	negative	10	1554	28.9547459	0.33702455
chr16	15195065	15195465	186.0076572	554	negative	17	1686	129.415848	0.695755487
chr16	34049960	34050360	432.7151059	763	negative	5	1645	226.314327	0.523009999
chr16	92341059	92341459	140.3139993	1313	negative	65	1600	42.12639275	0.300229435
chr17	11086802	11087202	19.84200675	1936	negative	2	1561	1.186085008	0.059776464
chr17	12204649	12205049	143.4787681	502	negative	0	1614	110.1009003	0.767367198
chr17	43329704	43330104	144.4876582	1179	negative	3	1639	49.52139219	0.34273787
chr18	33553023	33553422	938.7092689	1127	negative	0	32	338.9243685	0.361053608
chr18	33553023	33553423	938.7092689	1128	negative	0	1552	338.9243685	0.361053608
chr18	61609551	61609951	164.3833235	361	negative	107	1569	171.1247588	1.041010457
chr18	78335962	78336362	275.1966857	1605	negative	3	1620	59.85511688	0.21749941
chr18	82889045	82889445	22.16869713	506	negative	1	1567	16.90049825	0.76235866
chr1	90246771	90247171	425.4847887	1095	negative	4	1648	157.3760671	0.36987472
chr1	90289462	90289862	381.2312991	880	negative	10	1657	172.7907936	0.453243986
chr19	46618918	46619318	49.44688323	1600	negative	42	1625	10.79700224	0.218355567
chr19	47909328	47909728	72.86955727	339	negative	32	1661	80.80378172	1.108882567
chr2	115962813	115963213	298.6056628	959	negative	5	1640	124.0469107	0.41542049
chr2	12066402	12066801	326.3804839	1808	negative	1	9	46.24402002	0.141687455
chr2	12066402	12066802	326.3804839	1809	negative	1	1565	46.24402002	0.141687455
chr2	145888334	145888734	147.6926126	1393	negative	118	1654	40.85611522	0.276629376
chr2	152399209	152399609	62.66323421	860	negative	35	1647	28.85416697	0.460464056
chr2	152817585	152817985	125.0986617	1697	negative	17	1616	23.19793615	0.185437125
chr2	153560915	153561315	240.9345409	1389	negative	22	1674	66.86984427	0.277543618
chr2	155050892	155051292	135.4207654	1030	negative	18	1585	52.81850543	0.390032543
chr2	166353643	166354043	1287.905435	1126	negative	10	1673	465.0394446	0.36108198
chr2	167570362	167570762	15.9659304	1344	negative	13	1677	4.630916839	0.29004992
chr2	167843814	167844214	27.76914718	1720	negative	6	1557	4.953088569	0.178366607
chr2	167844594	167844994	504.4899734	1666	BNA_H3K27ac	329	713	99.31544062	0.196863061
chr2	172430749	172431149	196.544403	184	negative	15	1651	376.6247643	1.916232456
chr2	174858365	174858765	30.18785179	690	negative	5	1570	17.52539098	0.580544489
chr2	18046444	18046844	62.06172712	542	negative	8	1646	44.09915881	0.710569313
chr2	28525453	28525853	195.2804267	1619	negative	7	1668	41.64133113	0.213238632
chr2	30655156	30655556	647.7700406	864	negative	8	1659	296.5981579	0.457875696
chr2	32908702	32909102	160.3815558	1644	negative	42	1635	32.72797153	0.204063188
chr2	38535869	38536269	91.88271224	1445	negative	3	1615	24.10451317	0.262340027
chr2	4299192	4299592	293.8626192	628	negative	4	1711	187.799488	0.639072395
chr2	4340358	4340758	395.3033345	1331	negative	0	1563	115.9191572	0.293241031
chr2	4348645	4349044	194.1428686	967	BNA_H3K27ac	2	1	80.24450116	0.41332706
chr2	4348646	4349046	194.1428686	968	negative	2	1712	80.24450116	0.41332706
chr2	4362099	4362499	26.16217733	1601	negative	3	1713	5.708100348	0.218181395
chr2	4587974	4588374	52.52801843	1860	negative	5	1714	6.15791522	0.117231059
chr2	4883004	4883404	104.3391758	1209	negative	10	1715	34.74593063	0.333009441
chr2	71420075	71420474	43.10187095	1001	negative	4	79	17.33382471	0.40215945
chr2	71420075	71420475	43.10187095	1002	negative	4	1582	17.33382471	0.40215945
chr3	100438444	100438844	231.6746388	1165	negative	5	1596	80.35562877	0.346846893
chr3	100482446	100482846	104.7332456	1377	negative	0	1618	29.3607343	0.280338245
chr3	102062653	102063053	294.4261283	878	negative	10	1593	133.5013766	0.453429108
chr3	121953767	121954167	213.5741333	644	negative	21	1721	132.9053972	0.622291638
chr3	145964314	145964714	152.0015964	477	negative	72	1656	125.4178134	0.825108528
chr3	145964491	145964891	159.9866973	480	BNA_TF_H3K27ac	82	973	130.9550043	0.818536831
chr3	52401428	52401828	181.9872069	1975	negative	15	1676	2.032683711	0.011169377
chr3	60602738	60603138	148.4714189	1884	negative	4	1617	15.02293639	0.101184029
chr3	88139385	88139785	192.1195455	517	negative	27	1555	143.3884757	0.746350276
chr3	98855141	98855541	61.02762826	1132	negative	1	1638	21.91338707	0.359073221
chr4	107603131	107603531	308.0343853	995	negative	0	1664	124.2107288	0.40323657
chr4	133117308	133117708	10.21525892	1364	negative	26	1665	2.901594271	0.284045103
chr4	135206326	135206726	22.84014626	1723	negative	8	1558	4.036677963	0.176736082
chr4	13832516	13832916	6.259415624	1547	negative	28	1603	1.466887583	0.234348967
chr4	13832953	13833353	33.10888298	349	BNA_TF_H3K27ac	175	554	35.72684568	1.079071309
chr4	140218694	140219094	358.4561675	1867	negative	1	1546	40.68740703	0.113507343
chr4	141537110	141537510	98.5890522	1833	negative	21	1658	12.65128417	0.128323418
chr4	57544166	57544566	60.71711976	1349	negative	3	1562	17.55241564	0.289085117
chr4	82916622	82917021	33.32471863	538	negative	0	97	23.90310918	0.71727865
chr4	82916622	82917022	33.32471863	539	negative	0	1583	23.90310918	0.71727865
chr4	89396459	89396859	17.21114277	1098	negative	0	1680	6.35140878	0.369028882
chr4	89408169	89408569	6.229055877	1477	negative	0	1681	1.578228089	0.253365537
chr4	89442670	89443070	135.3852537	894	negative	3	1682	60.92593133	0.450018962
chr4	89453637	89454037	37.08773347	1771	negative	1	1684	5.870163886	0.158277774
chr5	113152890	113153290	178.21407	1803	negative	20	1663	25.66879392	0.144033487
chr5	115267074	115267474	73.28818216	672	negative	23	1655	43.47335532	0.593183704
chr5	119822912	119823312	33.72880694	1960	negative	4	1678	1.079834663	0.032015205
chr5	120136156	120136556	375.3473284	589	negative	4	1609	251.5159596	0.670088583
chr5	20494132	20494532	44.41877398	826	negative	0	1690	21.40559094	0.481904137
chr5	21496428	21496828	150.6140121	1719	negative	10	1692	26.9133488	0.17869087
chr5	32066238	32066638	839.9799261	791	BNA_H3K27ac	12	1605	422.0906453	0.502500872
chr5	37818949	37819349	284.8972244	1608	negative	0	1716	61.91044722	0.217308004
chr5	37827244	37827643	277.2060497	1077	negative	1	39	103.3842961	0.372951082
chr5	37827245	37827645	277.2060497	1078	negative	1	1717	103.3842961	0.372951082
chr5	5008373	5008773	50.9559914	1105	negative	2	1578	18.69615504	0.366907885
chr5	74362215	74362615	97.03534163	856	negative	5	1606	45.11847986	0.464969557
chr5	78284231	78284631	62.40526852	723	negative	2	1568	34.69530697	0.555967594
chr5	92997581	92997981	195.0348756	1785	negative	25	1693	29.57673326	0.151648433
chr6	117279609	117280009	216.6486469	1365	negative	9	1637	61.47362749	0.283748033
chr6	120174521	120174921	195.0328747	830	negative	138	1619	93.82865194	0.481091468
chr6	120174723	120175123	260.9476479	665	BNA_TF_H3K27ac	207	1036	156.7311667	0.600623029
chr6	122393612	122394011	111.0398868	510	BNA_H3K27ac	15	108	84.19936182	0.758280328
chr6	122394264	122394664	6.756535814	742	negative	3	1594	3.642104654	0.539049115
chr6	141295195	141295595	6.66686855	792	negative	0	1556	3.345188888	0.501763139
chr6	4484193	4484593	53.56283054	1062	negative	14	1694	20.27853188	0.378593358
chr6	4554102	4554502	104.0205083	210	negative	1	1696	181.8337777	1.748057
chr6	50811061	50811461	143.8071955	869	negative	1	1697	65.69621746	0.456835398
chr6	50822154	50822553	136.4714184	1256	negative	0	52	43.41367348	0.3181155
chr6	50822154	50822554	136.4714184	1257	negative	0	1698	43.41367348	0.3181155
chr6	50925193	50925593	21.90583672	1054	negative	2	1699	8.351773615	0.381257914
chr6	50957397	50957797	11.0240234	1625	negative	2	1700	2.310031748	0.209545251
chr6	50981501	50981901	30.69866671	1822	negative	0	1701	4.149527844	0.135169644
chr6	51052323	51052723	16.4194731	730	negative	6	1702	8.999631702	0.548107217
chr6	51104515	51104915	261.7187032	541	negative	7	1703	186.5683382	0.712858256
chr6	51333925	51334325	46.4723565	682	negative	19	1704	27.33304119	0.588156987
chr6	51857725	51858125	240.2505329	1969	negative	26	1706	3.674667984	0.01529515
chr6	52443373	52443773	51.73611977	1006	negative	2	1577	20.72676975	0.400624744
chr7	103859059	103859459	31.84329385	608	negative	0	1643	20.79450094	0.653026067
chr7	142571212	142571612	62.86412849	630	negative	5	1576	39.95430532	0.635566042
chr7	16405379	16405779	91.28488868	700	negative	23	1652	52.48813854	0.574992634
chr8	99550810	99551210	23.6216866	944	negative	1	1587	9.938631631	0.420741829
chr8	121283534	121283934	600.4217616	1705	negative	0	1666	109.264443	0.181979485
chr8	121665458	121665858	344.2170686	526	negative	27	1669	253.1929623	0.735561904
chr8	121669248	121669647	359.4533782	1931	negative	5	148	23.05836694	0.064148422
chr8	121669248	121669648	359.4533782	1932	negative	5	1660	23.05836694	0.064148422
chr8	125218247	125218647	36.83019031	1309	negative	12	1611	11.11586505	0.301813946
chr8	31943299	31943698	17.85825539	746	negative	3	30	9.548441316	0.534679402
chr8	31943299	31943699	17.85825539	747	negative	3	1612	9.548441316	0.534679402
chr8	46771209	46771609	14.09371771	743	negative	2	1547	7.584332415	0.538135684
chr8	78001860	78002260	249.3861011	410	negative	20	1634	235.7948392	0.945501125
chr8	80501290	80501690	47.19094126	1086	negative	2	1560	17.50539081	0.370948117
chr9	106384129	106384529	683.8431274	1788	negative	36	1672	101.9902993	0.14914283
chr9	46119698	46120098	42.0541705	1749	negative	17	1581	7.033657682	0.167252322
chr9	61602055	61602454	176.9680379	272	negative	12	67	252.6112829	1.427440151
chr9	61602055	61602455	176.9680379	273	negative	12	1564	252.6112829	1.427440151
chr9	62414963	62415363	18.30017413	990	negative	63	1627	7.403626287	0.404565893
chr9	63109037	63109437	390.4584251	1938	negative	121	1628	22.05111178	0.056474929
chr9	63132311	63132711	272.514874	925	negative	9	1650	118.5442011	0.435000847
chr1	5110156	5110555	17237.44899	1838	ES	0	26	2154.109804	0.124966856
chr6	4992926	4993325	14334.98075	1192	ES	0	240	4878.562445	0.340325706
chr17	4626181	4626580	10851.68637	1968	ES	61	825	169.5005692	0.015619745
chr16	3851367	3851766	10297.17733	1905	ES	0	747	879.4823281	0.08541004
chr16	3805392	3805791	8346.518609	851	ES	0	744	3899.121243	0.4671554
chr12	3973061	3973460	7777.491418	1458	ES	1	630	2009.400085	0.258360952
chr11	3602415	3602814	7079.18054	473	ES	3	505	5886.965532	0.831588557
chr4	4712900	4713299	4961.386934	1242	ES	3	149	1591.898195	0.320857497
chr11	4253700	4254099	3070.850542	1832	ES	0	523	395.6741128	0.128848378
chr17	6021448	6021847	2926.578989	208	ES	16	876	5141.827554	1.756941321
chr2	6090106	6090505	2584.872964	1015	ES	2	100	1023.576351	0.395987101
chr17	5949405	5949804	2121.607612	397	ES	0	870	2043.862144	0.963355397
chr19	5814005	5814404	1745.598436	1956	ES	3	992	65.6264985	0.037595415
chr8	3573112	3573511	1537.789638	1051	ES	1	375	586.8918217	0.381646362
chr7	3366692	3367091	1358.139673	1481	ES	1	311	343.0789257	0.252609457
chr7	3073140	3073539	1263.22964	350	ES	0	284	1356.198696	1.073596322
chr18	4097691	4098090	1262.128111	703	ES	4	900	724.3758415	0.573932103
chr17	3451091	3451490	1179.162055	1254	ES	4	805	375.3494333	0.318318786
chr10	4126462	4126861	1142.414855	786	ES	1	440	579.2604263	0.507049102
chr17	5983259	5983658	1072.055684	1382	ES	18	874	299.5099333	0.279379082
chr2	5667602	5668001	1061.909821	1551	ES	0	81	248.2757096	0.233801124
chr2	4859855	4860254	1050.694505	1664	ES	3	55	208.6300515	0.19856395
chr5	5504562	5504961	1038.883726	1332	ES	1	194	303.9755993	0.292598288
chr10	5563504	5563903	921.3252535	1578	ES	2	478	208.8551018	0.22668987
chr19	5966834	5967233	886.8483706	774	ES	1	998	456.1631353	0.514364293
chr16	5352052	5352451	883.2333765	1971	ES	3	776	11.29594116	0.012789305
chr17	3450336	3450735	869.323064	889	ES	3	804	392.3749874	0.451356928
chr17	5763380	5763779	855.9429299	1436	ES	0	859	226.6930043	0.264845933
chr11	3586006	3586405	850.5050185	1031	ES	2	504	331.5656283	0.389845587
chr6	6023934	6024333	840.0652221	651	ES	4	269	520.1018241	0.619120766
chr2	6064711	6065110	835.4787082	662	ES	0	96	504.138944	0.603413276
chr19	4227726	4228125	817.776696	1110	ES	5	956	298.9053678	0.365509765
chr11	4025320	4025719	772.0489694	1455	ES	5	515	199.8787137	0.258893829
chr2	4249781	4250180	743.8140512	1093	ES	9	42	275.1910482	0.369972909
chr17	5892054	5892453	740.6803569	1939	ES	0	866	41.60451565	0.056170675
chr19	5624357	5624756	714.58846	1276	ES	0	987	223.0339378	0.312115225
chr4	3412524	3412923	684.5353476	1253	ES	0	129	217.9257538	0.318355735
chr5	3036912	3037311	662.3449299	1801	ES	0	162	95.63188856	0.144383816
chr12	5083750	5084149	659.4258032	888	ES	0	661	297.7220936	0.451486873
chr11	6035200	6035599	654.9799173	903	ES	0	591	292.2713209	0.446229439
chr11	4197759	4198158	653.7269131	1471	ES	4	516	166.611634	0.254864272
chr2	5044746	5045145	653.1431137	1317	ES	4	60	195.0049691	0.298563921
chr18	3896898	3897297	652.3131411	1089	ES	0	898	241.5611491	0.370314706
chr12	4179652	4180051	647.3113269	1594	ES	3	642	142.904419	0.220766134
chr17	5388027	5388426	640.570245	1348	ES	1	849	185.4275975	0.289472699
chr16	5136536	5136935	618.1036245	1623	ES	12	772	130.6655471	0.211397478
chr12	4041738	4042137	612.6902337	838	ES	6	632	292.135003	0.476807018
chr7	4651498	4651897	586.3357762	1837	ES	5	341	73.35630272	0.125109716
chr1	3956134	3956533	567.8387303	1381	ES	0	6	158.6630731	0.279415729
chr11	5588549	5588948	567.3125879	1885	ES	2	571	56.68465782	0.099917857
chr19	6008917	6009316	558.2514988	1048	ES	0	999	214.1979496	0.383694357
chr5	3306196	3306595	549.2603283	463	ES	0	167	469.9604284	0.855624199
chr11	4471747	4472146	544.8895836	1346	ES	5	535	157.8029502	0.289605371
chr1	4598476	4598875	543.9966594	1153	ES	2	14	190.9118277	0.350943015
chr19	4300435	4300834	543.4493244	1114	ES	0	958	198.007864	0.364353869
chr7	4823219	4823618	533.1334565	1195	ES	0	350	180.893972	0.339303358
chr13	3865929	3866328	531.9842963	583	ES	7	683	358.4632659	0.673823021
chr19	3295343	3295742	529.0366853	516	ES	1	931	395.4446464	0.747480576
chr17	5060686	5061085	526.8111208	354	ES	5	838	559.1702349	1.061424508
chr12	3436500	3436899	520.5388668	924	ES	0	609	226.6543579	0.435422545
chr3	6094286	6094685	512.5461888	1189	ES	0	122	174.5840682	0.340621142
chr10	4303714	4304113	488.2089486	1955	ES	2	459	18.74427534	0.038393961
chr14	5923269	5923668	486.8497065	1922	ES	0	714	36.67006284	0.075321115
chr8	4404765	4405164	483.1686608	520	ES	24	392	358.5841725	0.74215114
chr17	5031099	5031498	480.5222815	1156	ES	4	835	168.4569134	0.350570452
chr7	4538967	4539366	476.614683	1668	ES	0	339	93.6268195	0.196441324
chr19	5525424	5525823	471.4493632	1144	ES	2	984	167.5905601	0.355479449
chr17	5322413	5322812	470.3642467	1604	ES	0	846	102.3621463	0.217623144
chr8	3432618	3433017	467.1741288	1616	ES	8	369	99.84507116	0.213721319
chr18	3441163	3441562	465.7388292	776	ES	2	884	239.0029252	0.513169421
chr12	4535753	4536152	464.8012599	1713	ES	1	648	83.74342303	0.180170387
chr5	5956181	5956580	464.7913324	1199	ES	0	199	157.1622243	0.338135015
chr12	3795533	3795932	463.364648	570	ES	0	626	316.9751049	0.684072698
chr2	3437774	3438173	457.5884006	1875	ES	1	37	50.65796718	0.110706406
chr7	3357716	3358115	452.0638118	1593	ES	1	309	100.1929488	0.221634526
chr8	4482545	4482944	449.4907946	345	ES	1	395	489.4808281	1.088967414
chr18	5431775	5432174	446.1714209	934	ES	6	926	191.5175186	0.429246495
chr15	3054847	3055246	444.795999	1783	ES	0	715	68.01005412	0.152901677
chr17	3401410	3401809	441.0980096	1403	ES	0	799	120.8198525	0.273907045
chr11	4252923	4253322	439.0749957	1725	ES	1	522	77.10128381	0.17559935
chr19	3668705	3669104	435.196583	994	ES	3	940	175.6911842	0.403705339
chr8	3598490	3598889	432.7621142	1345	ES	0	378	125.4851431	0.289963329
chr17	4196909	4197308	431.5078738	338	ES	0	819	483.1524922	1.11968407
chr11	3578281	3578680	425.9368862	808	ES	4	503	209.6041791	0.492101497
chr8	3860898	3861297	422.7539428	1486	ES	6	381	106.5499116	0.252037653
chr10	4079907	4080306	414.5800027	1590	ES	53	435	92.19196764	0.222374372
chr2	6075006	6075405	414.2434267	1622	ES	34	98	87.96659772	0.212354843
chr17	5846142	5846541	409.7966423	1284	ES	9	862	127.2435829	0.31050421
chr18	4987028	4987427	407.7570567	1529	ES	4	918	97.96360155	0.240249923
chr2	5219952	5220351	406.2433018	855	ES	1	68	188.9226378	0.465048007
chr19	3570336	3570735	403.562019	1501	ES	1	937	100.098439	0.248037313
chr12	3173170	3173569	397.2330047	1637	ES	3	603	81.51041635	0.205195478
chr10	3360644	3361043	390.6732181	1901	ES	4	411	34.8812256	0.089284916
chr2	4574852	4575251	388.1841144	988	ES	5	49	157.1934244	0.404945536
chr7	4452787	4453186	387.6513385	1063	ES	2	337	146.5442889	0.37803117
chr17	5656130	5656529	386.6013003	1555	ES	1	854	89.8642055	0.232446723
chr5	3454000	3454399	385.0838868	816	ES	1	174	187.6012384	0.487169795
chr17	5204472	5204871	384.3212748	1099	ES	2	843	141.5413985	0.368289262
chr10	4311587	4311986	378.8064769	1343	ES	1	460	109.9301456	0.290201336
chr19	4208679	4209078	377.2612014	1802	ES	1	955	54.45722612	0.144348865
chr12	4878262	4878661	375.5358351	1654	ES	1	655	75.60582071	0.201327846
chr11	4764502	4764901	374.6988748	1677	ES	4	546	72.61099956	0.193784942
chr18	4757847	4758246	372.5014529	491	ES	10	912	298.1153826	0.80030663
chr7	3474601	3475000	366.0362229	655	ES	1	318	224.8228986	0.614209427
chr16	4497725	4498124	362.5596917	1512	ES	155	762	88.78702675	0.244889404
chr2	5760210	5760609	359.7866753	595	ES	1	87	239.3642892	0.665295036
chr4	3416728	3417127	354.015286	1238	ES	0	130	114.7717229	0.324199907
chr8	3421493	3421892	352.1765968	1648	ES	5	368	71.65709528	0.203469214
chr7	3434641	3435040	350.7811985	1005	ES	0	317	140.6013005	0.400823365
chr2	4512537	4512936	349.8763432	1355	ES	1	47	100.2743935	0.286599524
chr2	5561326	5561725	349.7364152	854	ES	4	75	162.8235715	0.465560818
chr4	5662411	5662810	347.104111	825	ES	2	153	167.6231821	0.482919034
chr6	3573807	3574206	344.9026705	862	ES	2	210	158.15163	0.458539882
chr19	5818310	5818709	344.5729055	1933	ES	14	993	21.78122612	0.063212243
chr1	3977127	3977526	344.1647843	650	ES	3	7	213.167901	0.619377434
chr17	5694912	5695311	342.5902272	1586	ES	4	857	76.97176826	0.224675902
chr17	4985797	4986196	341.7413607	1724	ES	0	833	60.21228652	0.176192564
chr11	3366373	3366772	338.5201689	1207	ES	0	491	113.5230735	0.335350989
chr19	3860867	3861266	336.7402089	626	ES	7	950	215.9503436	0.641296578
chr17	4331734	4332133	334.9318124	472	ES	0	822	278.8595676	0.832586089
chr13	4350545	4350944	334.0866826	782	ES	4	688	170.0060638	0.508868125
chr8	4355441	4355840	333.9326063	1781	ES	0	390	51.69131752	0.154795658
chr6	4982689	4983088	333.1271738	629	ES	2	238	212.0000449	0.636393731
chr2	5642625	5643024	328.7907473	1531	ES	3	80	78.96899658	0.240180106
chr19	4916432	4916831	328.5439641	1849	ES	1	971	39.33539596	0.11972643
chr17	4498190	4498589	322.9961927	512	ES	25	824	243.3911954	0.753541995
chr12	4087371	4087770	322.391798	1696	ES	0	634	59.91364997	0.185841111
chr2	5352842	5353241	321.4759775	1032	ES	1	70	125.2818241	0.389708199
chr6	6162295	6162694	319.2935325	1169	ES	5	282	110.4862022	0.346033323
chr6	5423426	5423825	317.2046955	1840	ES	0	257	39.36958298	0.124114124
chr17	3481660	3482059	317.1039744	761	ES	2	808	166.3275804	0.524520643
chr12	4542238	4542637	316.9886191	674	ES	2	649	187.7803924	0.592388436
chr11	5164396	5164795	315.9841503	1760	ES	3	558	51.53350157	0.163088881
chr7	3598317	3598716	315.4945645	1682	ES	0	324	60.49462992	0.191745395
chr8	4231206	4231605	311.5063661	1651	ES	9	385	62.85842362	0.201788568
chr7	3349703	3350102	303.4660133	1278	ES	0	307	94.60958511	0.311763364
chr16	5596194	5596593	303.2851959	1871	ES	0	784	34.06113928	0.112307293
chr11	5846704	5847103	302.5810001	1139	ES	39	580	107.987705	0.356888585
chr19	4328908	4329307	301.1079028	828	ES	0	959	144.9647344	0.481437827
chr10	3863501	3863900	299.6080139	616	ES	2	426	194.9704246	0.650751701
chr6	4397650	4398049	299.1974653	769	ES	17	217	155.0941031	0.518367035
chr2	4452631	4453030	295.3001054	1056	ES	15	46	112.5415384	0.381109036
chr6	4809796	4810195	294.7694012	1161	ES	3	228	102.9703937	0.349325246
chr10	4139447	4139846	294.6766661	548	ES	4	441	207.1238643	0.70288519
chr11	5699821	5700220	292.6130968	895	ES	1	576	131.2816862	0.448652804
chr2	5480869	5481268	291.9577049	1872	ES	0	73	32.73337261	0.112116831
chr7	5098669	5099068	288.5846893	441	ES	78	356	258.9730645	0.897390174
chr11	3337944	3338343	286.8486289	1036	ES	17	489	110.9335465	0.386732009
chr13	3767065	3767464	283.6947949	627	ES	6	682	181.7020804	0.640484365
chr16	6019359	6019758	282.6529242	632	ES	4	788	179.4808765	0.634986802
chr4	5736636	5737035	282.1102621	1106	ES	2	158	103.4798248	0.366806312
chr4	5804904	5805303	281.1493518	1467	ES	1	159	71.862062	0.255601023
chr4	3800504	3800903	278.6115479	982	ES	0	135	113.5504558	0.407558325
chr2	6162725	6163124	276.2168786	788	ES	2	104	139.825986	0.506218109
chr12	4169227	4169626	275.9405492	1334	ES	0	639	80.68106788	0.29238569
chr2	6071971	6072370	275.5649434	1407	ES	6	97	75.22860173	0.272997722
chr13	6040083	6040482	273.2136049	1698	ES	2	712	50.6386531	0.185344552
chr6	3307843	3308242	273.0497597	442	ES	1	204	244.8936108	0.896882719
chr6	5710184	5710583	272.1363229	731	ES	1	265	149.0791184	0.547810439
chr13	4658353	4658752	271.8289864	1335	ES	1	693	79.33603433	0.291860097
chr7	3283223	3283622	268.8521881	1658	ES	2	302	53.98023619	0.200780349
chr8	4162779	4163178	267.823168	1387	ES	1	384	74.43457225	0.277924321
chr6	3268498	3268897	267.1063351	1734	ES	4	203	46.48676967	0.174038439
